0.5,0.2587070555314026,0.03465263818102543,0.4284452214346109,0.04877562051379272,0.2294194643391683
0.6,0.3095094772559085,0.05511723439892949,0.3687819928644254,0.04246374298507879,0.22412755249565783
0.7,0.3464644848178512,0.0804713017737765,0.3222455374750781,0.038469475561062776,0.21234920037223143
0.8,0.37099000944388977,0.11032691473418552,0.2859921771742779,0.03292704740862917,0.19976385123901758
0.9,0.3849141556224883,0.14414594133076492,0.25733794890012457,0.024017370034053444,0.18958458411256876
1.,0.38995037021149764,0.18129504153244447,0.233811822069247,0.01974767232367424,0.1751950938631366
1.1,0.38814798889349345,0.22109178785821842,0.2137990632728533,0.018421840568233233,0.1585393194072016
1.2000000000000002,0.380658742624328,0.26284219314971113,0.1961156441281996,0.019591830359996114,0.14079158973776518
1.3,0.36967812829782687,0.3058701740920478,0.18014510442166867,0.014419683245976948,0.1298869099424797
1.4,0.3554880854547613,0.3495396640317637,0.16520359767801424,0.011272624350540331,0.11849602848492047
1.5,0.33919132576697286,0.3932702130389785,0.1510436379474246,0.009381773004422011,0.107113050242202
1.6,0.3215283980026836,0.4365469800466006,0.13755554519330815,0.008328126704657948,0.0960409500527497
1.7000000000000002,0.3030003001957657,0.47892603783260146,0.12471472851706276,0.007897310322430988,0.08546162313213905
1.8,0.283935791387078,0.5200358853961393,0.11254167359006388,0.008010046852938714,0.07547660277378017
1.9000000000000001,0.26474168355673744,0.5595760037427581,0.10113642204183367,0.004171519080297637,0.07037437157837319
2.,0.24607673674149932,0.5973132100636491,0.09041969713369076,0.004671171875785975,0.06151918418537482
2.1,0.2274773041165744,0.6330764708206241,0.08047711714345729,0.005610234114221777,0.053358873805122393
2.2,0.20962147956543098,0.6667507341082256,0.07136938875531298,0.0030879270556824485,0.04917047051534798
2.3,0.19237836238046246,0.698270242103667,0.06300949404398139,0.0041125048517876815,0.042229396620101514
2.4000000000000004,0.1759775289707921,0.7276116900994551,0.05545587155334467,0.0023256956998927514,0.038629213676515325
2.5,0.1603180078950877,0.754787512718633,0.048616608956100926,0.0034416519456424177,0.03283621848453602
